person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26,33000,MORTGAGE,10,PERSONAL,A,7000,7.43,0,0.21,N,4
25,33316,MORTGAGE,4,VENTURE,A,5000,6.54,0,0.15,N,2
25,45000,RENT,4,MEDICAL,A,3000,7.9,0,0.07,N,4
25,33600,MORTGAGE,9,MEDICAL,A,7125,7.51,0,0.21,N,3
26,47500,RENT,8,VENTURE,A,3000,6.76,0,0.06,N,2
26,48000,RENT,4,MEDICAL,B,3000,10.14,0,0.06,N,3
25,50000,RENT,5,HOMEIMPROVEMENT,A,3000,6.03,0,0.06,N,3
26,50000,RENT,8,PERSONAL,B,3000,9.88,0,0.06,N,4
26,33800,MORTGAGE,9,VENTURE,A,14400,7.88,0,0.43,N,3
25,49600,RENT,9,EDUCATION,A,12000,7.14,0,0.24,N,4
25,50000,RENT,5,PERSONAL,A,12000,7.88,0,0.24,N,2
26,34000,MORTGAGE,6,DEBTCONSOLIDATION,A,12000,6.03,0,0.35,N,4
25,34000,MORTGAGE,9,DEBTCONSOLIDATION,B,10000,12.42,0,0.29,N,3
25,51996,RENT,8,MEDICAL,B,12000,12.21,0,0.23,N,4
25,34000,MORTGAGE,9,DEBTCONSOLIDATION,A,2000,7.66,1,0.06,N,4
26,34000,MORTGAGE,5,PERSONAL,A,5000,5.79,0,0.15,N,4
26,34000,MORTGAGE,8,PERSONAL,A,6000,6.92,0,0.18,N,4
25,46800,RENT,5,HOMEIMPROVEMENT,C,12000,13.11,1,0.26,Y,4
26,53000,RENT,4,PERSONAL,D,12000,14.59,0,0.23,Y,3
26,55000,RENT,10,PERSONAL,B,12000,12.42,0,0.22,N,3
25,55000,RENT,9,EDUCATION,B,12000,10.65,0,0.22,N,3
25,51780,RENT,8,MEDICAL,C,12000,13.47,1,0.23,N,3
26,58000,RENT,5,DEBTCONSOLIDATION,B,12000,9.91,0,0.21,N,3
26,34515,MORTGAGE,11,DEBTCONSOLIDATION,A,5400,7.68,0,0.16,N,4
25,53000,RENT,6,MEDICAL,C,3000,13.99,0,0.06,Y,2
26,34800,MORTGAGE,4,MEDICAL,B,5975,11.49,0,0.17,N,4
25,34800,MORTGAGE,6,DEBTCONSOLIDATION,A,5125,6.99,1,0.15,N,2
25,60000,RENT,5,EDUCATION,D,3000,17.58,0,0.05,Y,2
26,60000,RENT,5,VENTURE,C,3000,15.62,0,0.05,N,2
26,60996,RENT,6,HOMEIMPROVEMENT,C,3000,12.22,0,0.05,Y,4
26,35000,MORTGAGE,10,PERSONAL,B,8000,12.69,0,0.23,N,3
26,72054,RENT,9,HOMEIMPROVEMENT,A,3000,7.29,0,0.04,N,2
25,84000,RENT,9,DEBTCONSOLIDATION,A,3000,5.79,0,0.04,N,3
25,67147,RENT,9,MEDICAL,D,3000,16.02,1,0.04,Y,4
25,35000,MORTGAGE,5,HOMEIMPROVEMENT,B,10000,11.99,0,0.29,N,4
25,35000,MORTGAGE,6,PERSONAL,A,5000,5.99,0,0.14,N,4
26,103000,RENT,4,PERSONAL,A,3000,7.88,0,0.03,N,4
26,125000,RENT,10,MEDICAL,B,3000,12.21,0,0.02,N,4
25,137400,RENT,4,EDUCATION,C,3000,13.06,1,0.02,N,2
26,35000,MORTGAGE,10,HOMEIMPROVEMENT,B,2500,9.25,0,0.07,N,3
26,15000,RENT,8,MEDICAL,B,3200,12.21,1,0.21,N,2
26,35000,MORTGAGE,10,VENTURE,A,6000,7.51,0,0.17,N,4
25,33000,RENT,9,MEDICAL,A,3200,5.42,0,0.1,N,4
26,38400,RENT,7,PERSONAL,C,3200,13.49,0,0.08,N,2
26,43200,RENT,5,EDUCATION,C,3200,14.35,0,0.07,Y,4
26,61200,RENT,9,PERSONAL,B,3200,9.91,0,0.05,N,2
26,65000,RENT,5,DEBTCONSOLIDATION,B,3200,11.71,0,0.05,N,3
25,78000,RENT,5,HOMEIMPROVEMENT,C,3200,12.99,0,0.04,Y,4
26,33600,RENT,4,MEDICAL,D,3300,15.65,0,0.1,N,4
25,36000,RENT,8,PERSONAL,A,3350,7.9,0,0.09,N,4
25,29360,MORTGAGE,5,PERSONAL,B,8875,12.69,1,0.3,N,3
25,35360,MORTGAGE,9,MEDICAL,A,10000,8.94,0,0.28,N,2
26,14000,RENT,8,HOMEIMPROVEMENT,B,3450,12.69,1,0.25,N,3
25,25000,RENT,5,HOMEIMPROVEMENT,B,3450,11.99,1,0.14,N,4
26,29400,MORTGAGE,4,MEDICAL,A,12000,9.32,1,0.41,N,4
25,31200,RENT,7,MEDICAL,A,3500,6.92,0,0.11,N,3
25,35000,RENT,6,PERSONAL,B,3500,11.58,0,0.1,N,3
26,36000,MORTGAGE,6,PERSONAL,A,5175,6.03,0,0.14,N,4
25,47000,RENT,6,MEDICAL,B,3500,9.99,0,0.07,N,3
25,48000,RENT,8,DEBTCONSOLIDATION,C,3500,13.16,0,0.07,N,3
25,54084,RENT,5,HOMEIMPROVEMENT,B,3500,9.25,0,0.06,N,2
26,68004,RENT,10,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,Y,3
26,36000,MORTGAGE,10,VENTURE,A,9000,5.42,0,0.25,N,4
25,33000,RENT,4,MEDICAL,B,3600,10,1,0.11,N,3
25,36000,MORTGAGE,5,PERSONAL,A,6000,7.88,0,0.17,N,4
26,36000,MORTGAGE,6,PERSONAL,A,4000,6.76,0,0.11,N,3
25,36000,MORTGAGE,5,VENTURE,E,4800,17.93,0,0.13,N,3
26,36000,MORTGAGE,10,PERSONAL,B,10000,9.88,0,0.28,N,3
26,45000,RENT,10,PERSONAL,D,11000,14.61,0,0.24,N,2
25,48000,RENT,8,MEDICAL,A,11000,7.51,0,0.23,N,4
25,48996,RENT,9,EDUCATION,A,11000,7.88,0,0.22,N,2
26,44000,RENT,4,DEBTCONSOLIDATION,D,11000,15.31,1,0.25,N,2
26,53004,RENT,10,HOMEIMPROVEMENT,A,11000,5.79,0,0.21,N,4
26,36000,MORTGAGE,10,PERSONAL,B,18000,10.39,0,0.5,N,2
26,36000,MORTGAGE,8,HOMEIMPROVEMENT,C,6000,12.29,0,0.17,Y,4
26,70000,RENT,5,HOMEIMPROVEMENT,A,11000,6.62,0,0.16,N,4
25,80004,RENT,9,HOMEIMPROVEMENT,C,11000,12.53,0,0.14,N,4
26,36194,MORTGAGE,10,PERSONAL,B,9250,10.08,0,0.26,N,3
25,30252,MORTGAGE,9,PERSONAL,B,10000,9.76,1,0.33,N,3
25,36300,MORTGAGE,5,VENTURE,A,9000,6.99,0,0.25,N,2
25,30300,MORTGAGE,4,MEDICAL,B,5000,10,1,0.17,N,2
25,120000,RENT,9,DEBTCONSOLIDATION,B,11000,12.18,0,0.09,N,4
25,36400,MORTGAGE,4,VENTURE,C,11000,12.29,0,0.3,N,3
25,36500,MORTGAGE,7,DEBTCONSOLIDATION,A,3200,9.63,0,0.09,N,3
26,30576,MORTGAGE,10,MEDICAL,D,3000,14.46,1,0.1,Y,2
25,68000,RENT,9,VENTURE,B,10800,10.74,0,0.16,N,2
26,69000,RENT,11,HOMEIMPROVEMENT,A,10800,7.51,1,0.16,N,4
26,36000,RENT,7,VENTURE,E,10750,16,0,0.3,Y,4
26,68000,RENT,4,EDUCATION,B,10700,12.42,0,0.16,N,4
26,37000,MORTGAGE,7,EDUCATION,B,8400,10.99,0,0.23,N,4
25,37000,MORTGAGE,6,HOMEIMPROVEMENT,D,7000,15.62,0,0.19,Y,3
25,30000,RENT,9,DEBTCONSOLIDATION,A,10625,6.99,1,0.35,N,4
26,58000,RENT,9,PERSONAL,B,10500,11.48,0,0.18,N,2
26,37000,MORTGAGE,4,VENTURE,A,10400,8.94,0,0.28,N,3
25,40000,RENT,6,EDUCATION,B,10400,9.91,0,0.26,N,4
25,59000,RENT,9,MEDICAL,D,10400,16.29,1,0.18,N,4
26,165000,RENT,10,PERSONAL,B,10300,9.91,0,0.06,N,3
25,31417,MORTGAGE,4,EDUCATION,B,7000,10.36,1,0.22,N,3
25,51300,RENT,9,DEBTCONSOLIDATION,A,3600,7.49,0,0.07,N,3
25,55000,RENT,9,DEBTCONSOLIDATION,A,3600,8.9,0,0.07,N,3
26,37500,MORTGAGE,4,DEBTCONSOLIDATION,A,7000,6.54,0,0.19,N,4
26,63000,RENT,10,HOMEIMPROVEMENT,A,3600,6.76,0,0.06,N,4
25,37560,OWN,4,HOMEIMPROVEMENT,B,5000,10.99,0,0.13,N,3
26,84996,RENT,4,EDUCATION,B,3600,11.99,0,0.04,N,2
25,19800,RENT,9,MEDICAL,D,3625,16.29,1,0.18,N,2
25,37980,MORTGAGE,7,PERSONAL,A,3500,6.03,0,0.09,N,2
25,38000,MORTGAGE,9,HOMEIMPROVEMENT,A,5400,8.9,0,0.14,N,2
26,47000,RENT,8,PERSONAL,C,3800,13.49,0,0.08,N,3
25,38000,MORTGAGE,9,HOMEIMPROVEMENT,A,9000,6.99,0,0.24,N,4
25,38000,MORTGAGE,4,PERSONAL,A,6000,5.42,0,0.16,N,2
25,32000,MORTGAGE,4,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2
26,32000,MORTGAGE,10,MEDICAL,D,15000,15.33,1,0.47,N,3
25,19200,RENT,6,EDUCATION,E,4000,19.03,1,0.21,Y,4
25,38014,MORTGAGE,4,HOMEIMPROVEMENT,A,10000,8.49,0,0.26,N,3
26,38100,MORTGAGE,6,VENTURE,A,3900,7.9,0,0.1,N,3
26,38244,MORTGAGE,6,DEBTCONSOLIDATION,A,18000,9.63,0,0.47,N,3
25,38400,OWN,9,EDUCATION,A,1000,6.62,0,0.03,N,2
25,28000,RENT,6,VENTURE,A,4000,6.39,0,0.14,N,3
25,28008,RENT,5,MEDICAL,B,4000,10,0,0.14,N,2
25,30000,RENT,6,EDUCATION,D,4000,16.49,0,0.13,Y,3
25,38400,OWN,4,VENTURE,C,12500,13.06,0,0.33,Y,2
25,30000,RENT,4,EDUCATION,C,4000,13.49,0,0.13,Y,4
26,30000,RENT,4,VENTURE,B,4000,10.75,0,0.13,N,3
25,38400,MORTGAGE,5,MEDICAL,A,5700,6.17,0,0.15,N,2
26,38400,MORTGAGE,5,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,3
25,30000,RENT,6,EDUCATION,B,4000,9.76,0,0.13,N,3
25,38400,MORTGAGE,9,VENTURE,B,12000,10.38,0,0.31,N,3
26,32400,RENT,9,MEDICAL,C,4000,14.27,0,0.12,N,2
25,32400,RENT,6,MEDICAL,B,4000,10.08,0,0.12,N,2
25,32640,RENT,4,DEBTCONSOLIDATION,C,4000,12.73,0,0.12,Y,4
25,38496,MORTGAGE,7,EDUCATION,A,8000,6.03,0,0.21,N,4
26,32496,MORTGAGE,8,DEBTCONSOLIDATION,D,4200,16.02,1,0.13,N,3
25,35000,RENT,4,VENTURE,D,4000,16.29,0,0.11,Y,2
25,35000,RENT,4,EDUCATION,A,4000,7.51,0,0.11,N,3
25,35500,RENT,5,MEDICAL,B,4000,10.99,0,0.11,N,3
25,39000,MORTGAGE,9,HOMEIMPROVEMENT,C,3000,13.99,0,0.08,Y,3
25,39000,RENT,4,MEDICAL,A,4000,7.88,0,0.1,N,4
26,39000,MORTGAGE,10,VENTURE,A,9500,6.91,0,0.24,N,3
25,39000,MORTGAGE,9,MEDICAL,A,4500,6.54,0,0.12,N,4
25,39000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,2
25,33168,MORTGAGE,9,PERSONAL,C,6000,15.96,1,0.18,N,4
25,43000,RENT,9,MEDICAL,C,4000,12.99,0,0.09,N,4
25,39600,MORTGAGE,5,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,N,4
25,39600,MORTGAGE,9,PERSONAL,B,5000,8.88,0,0.13,N,3
26,39672,MORTGAGE,10,PERSONAL,D,11500,15.7,0,0.29,N,4
25,50000,RENT,6,MEDICAL,A,4000,6.92,0,0.08,N,4
25,46392,RENT,9,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3
26,39996,OWN,10,VENTURE,C,7000,13.57,0,0.18,Y,3
26,52800,RENT,4,PERSONAL,B,4000,9.99,1,0.08,N,3
26,39996,MORTGAGE,10,VENTURE,A,6500,8.32,0,0.16,N,3
25,62500,RENT,9,EDUCATION,A,4000,8.9,0,0.06,N,3
25,62500,RENT,6,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,N,3
26,40000,MORTGAGE,10,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,N,2
25,65499,RENT,9,VENTURE,C,4000,12.23,0,0.06,N,4
26,70000,RENT,4,DEBTCONSOLIDATION,A,4000,5.99,0,0.06,N,4
26,70000,RENT,4,VENTURE,C,4000,13.06,0,0.06,Y,4
26,70000,RENT,5,PERSONAL,C,4000,13.85,0,0.06,N,4
25,75000,RENT,4,PERSONAL,B,4000,11.49,0,0.05,N,2
25,40000,MORTGAGE,7,EDUCATION,A,2100,6.03,0,0.05,N,2
26,34000,MORTGAGE,5,EDUCATION,B,5500,10.65,1,0.16,N,3
26,131000,RENT,10,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,Y,3
26,40000,MORTGAGE,6,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,N,2
26,40000,MORTGAGE,5,EDUCATION,A,7200,7.49,0,0.18,N,2
26,95459,RENT,10,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,N,4
25,40000,MORTGAGE,9,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,N,3
26,24000,RENT,10,MEDICAL,B,4500,12.42,0,0.19,N,4
26,24000,RENT,5,VENTURE,A,4500,5.79,0,0.19,N,3
25,30996,RENT,9,VENTURE,A,4500,6.92,0,0.15,N,3
26,34000,MORTGAGE,4,PERSONAL,A,12250,6.91,1,0.36,N,4
25,40000,MORTGAGE,6,MEDICAL,C,5000,12.61,0,0.13,Y,4
26,40000,MORTGAGE,10,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,N,2
26,48000,RENT,10,DEBTCONSOLIDATION,B,4500,11.11,0,0.09,N,4
26,58947,RENT,10,MEDICAL,A,4500,6.03,0,0.08,N,2
25,60000,RENT,9,HOMEIMPROVEMENT,B,4500,10.99,1,0.07,N,2
25,78996,RENT,9,EDUCATION,A,4500,8.63,0,0.06,N,2
25,80000,RENT,8,VENTURE,C,4500,13.06,0,0.06,N,2
25,82560,RENT,6,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,3
26,40000,MORTGAGE,5,MEDICAL,B,6000,10.62,0,0.15,N,4
25,40000,MORTGAGE,8,DEBTCONSOLIDATION,A,10000,7.14,0,0.25,N,4
26,44000,RENT,5,DEBTCONSOLIDATION,C,4600,13.99,1,0.1,N,4
25,24000,RENT,9,MEDICAL,B,4750,10.38,0,0.2,N,4
26,40000,MORTGAGE,6,VENTURE,C,10750,12.84,0,0.27,Y,4
25,34000,MORTGAGE,8,HOMEIMPROVEMENT,B,3000,10.51,1,0.09,N,3
26,40000,MORTGAGE,10,VENTURE,B,5200,10.08,0,0.13,N,3
25,30000,RENT,5,DEBTCONSOLIDATION,C,4800,11.22,0,0.16,Y,3
26,33000,RENT,6,EDUCATION,B,4800,12.69,0,0.15,N,4
25,35000,RENT,9,VENTURE,B,4800,11.14,0,0.14,N,2
25,38000,RENT,9,MEDICAL,B,4800,11.71,0,0.13,N,4
26,39996,RENT,5,EDUCATION,C,4800,12.99,0,0.12,N,4
25,40500,MORTGAGE,5,HOMEIMPROVEMENT,B,6500,9.63,0,0.16,N,4
25,45000,RENT,9,EDUCATION,A,4800,7.51,0,0.11,N,3
26,40610,MORTGAGE,7,HOMEIMPROVEMENT,A,3500,7.14,0,0.09,N,4
26,40720,MORTGAGE,4,PERSONAL,C,10000,13.48,0,0.25,Y,3
25,40800,MORTGAGE,9,MEDICAL,B,9700,9.63,0,0.24,N,4
25,50000,RENT,8,EDUCATION,C,4800,15.96,0,0.1,N,2
25,50000,RENT,5,VENTURE,B,4800,10.99,0,0.1,N,4
26,52000,RENT,6,MEDICAL,E,4800,17.99,1,0.09,N,4
26,41000,MORTGAGE,5,PERSONAL,A,8000,6.03,0,0.2,N,3
26,72000,RENT,4,HOMEIMPROVEMENT,B,4800,11.86,0,0.07,N,3
25,120000,RENT,9,PERSONAL,C,4800,14.22,0,0.04,N,3
25,41004,OWN,9,VENTURE,A,4000,6.76,0,0.1,N,3
26,41004,MORTGAGE,5,VENTURE,B,16000,10.95,0,0.39,N,3
26,96000,RENT,11,HOMEIMPROVEMENT,E,10000,19.69,0,0.1,Y,3
25,98000,RENT,9,DEBTCONSOLIDATION,B,10000,12.69,0,0.1,N,4
26,99000,RENT,5,PERSONAL,A,10000,7.29,0,0.1,N,2
25,88000,RENT,9,EDUCATION,E,10000,17.88,1,0.11,Y,4
26,102000,RENT,5,MEDICAL,A,10000,8.59,0,0.1,N,2
25,41508,MORTGAGE,9,EDUCATION,C,1600,13.11,0,0.04,Y,3
25,41520,OWN,9,MEDICAL,A,4400,7.29,0,0.11,N,2
25,41664,MORTGAGE,6,HOMEIMPROVEMENT,A,4000,5.99,0,0.1,N,2
25,115000,RENT,6,MEDICAL,A,10000,7.29,0,0.09,N,4
25,116000,RENT,5,DEBTCONSOLIDATION,C,10000,14.26,0,0.09,Y,4
26,120000,RENT,11,HOMEIMPROVEMENT,C,10000,12.68,0,0.08,N,2
26,125000,RENT,6,VENTURE,A,10000,7.49,0,0.08,N,2
25,130000,RENT,7,HOMEIMPROVEMENT,A,10000,7.49,0,0.08,N,2
25,42000,MORTGAGE,9,HOMEIMPROVEMENT,B,12000,9.91,0,0.29,N,2
25,132000,RENT,4,HOMEIMPROVEMENT,C,10000,12.84,0,0.08,Y,3
25,153000,RENT,9,DEBTCONSOLIDATION,D,10000,14.96,1,0.07,Y,4
25,175000,RENT,4,HOMEIMPROVEMENT,D,10000,15.05,0,0.06,Y,4
26,28000,RENT,5,VENTURE,A,9800,7.29,1,0.35,N,4
26,93000,RENT,7,HOMEIMPROVEMENT,B,9800,10.25,0,0.11,N,4
25,30000,RENT,4,EDUCATION,B,5000,11.86,0,0.17,N,2
25,42000,MORTGAGE,9,HOMEIMPROVEMENT,B,3250,10,0,0.08,N,3
26,30000,RENT,7,DEBTCONSOLIDATION,D,5000,14.42,1,0.17,N,4
26,31000,RENT,4,EDUCATION,D,5000,14.96,0,0.16,Y,3
26,31200,RENT,8,EDUCATION,A,5000,8.63,0,0.16,N,2
25,32000,RENT,9,VENTURE,C,5000,14.27,1,0.16,Y,4
26,32000,RENT,10,PERSONAL,C,5000,12.53,0,0.16,Y,3
25,32004,RENT,5,DEBTCONSOLIDATION,C,5000,14.35,0,0.16,N,3
26,33280,RENT,11,DEBTCONSOLIDATION,D,5000,14.11,1,0.15,N,4
25,34400,RENT,9,VENTURE,C,5000,13.49,0,0.15,N,4
26,29000,RENT,6,MEDICAL,C,5000,12.99,1,0.17,Y,2
25,42000,MORTGAGE,5,DEBTCONSOLIDATION,A,7000,8.59,0,0.17,N,3
26,36000,RENT,4,VENTURE,B,5000,10.37,0,0.14,N,4
26,42000,MORTGAGE,4,MEDICAL,B,15000,11.26,0,0.36,N,4
25,42000,OWN,9,HOMEIMPROVEMENT,A,8000,9.63,0,0.19,N,2
25,36480,RENT,4,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,N,2
26,36000,MORTGAGE,10,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3
26,42000,MORTGAGE,11,EDUCATION,D,15075,12.92,0,0.36,N,2
25,42240,OWN,10,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,4
25,39000,RENT,9,MEDICAL,A,5000,7.49,0,0.13,N,4
25,42500,MORTGAGE,9,EDUCATION,A,2000,5.42,0,0.05,N,3
26,40000,RENT,11,EDUCATION,B,5000,9.91,0,0.13,N,3
25,42504,MORTGAGE,9,MEDICAL,A,10000,7.29,0,0.24,N,2
25,42642,OWN,8,EDUCATION,F,10000,15.76,0,0.23,Y,3
25,42996,MORTGAGE,4,HOMEIMPROVEMENT,A,12000,6.17,0,0.28,N,4
25,41000,RENT,9,MEDICAL,B,5000,11.71,0,0.12,N,2
26,42000,RENT,6,DEBTCONSOLIDATION,A,5000,7.29,0,0.12,N,4
26,43000,MORTGAGE,6,MEDICAL,B,15000,11.99,0,0.35,N,2
26,43000,MORTGAGE,9,PERSONAL,A,8800,5.42,0,0.2,N,3
25,42996,RENT,6,DEBTCONSOLIDATION,B,5000,10.38,0,0.12,N,2
25,43000,RENT,6,PERSONAL,A,5000,7.51,0,0.12,N,3
26,43680,RENT,5,MEDICAL,B,5000,10.65,0,0.11,N,4
26,44000,RENT,4,MEDICAL,A,5000,8.9,0,0.11,N,3
25,43000,MORTGAGE,5,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,N,3
25,43000,OWN,5,VENTURE,A,8000,7.14,0,0.19,N,4
25,46800,RENT,9,MEDICAL,A,5000,6.76,0,0.11,N,3
25,41496,RENT,7,EDUCATION,B,5000,10.83,1,0.12,N,3
25,43200,MORTGAGE,6,EDUCATION,C,3600,14.79,0,0.08,Y,2
26,43200,MORTGAGE,11,VENTURE,C,6000,12.87,0,0.14,N,3
26,37200,MORTGAGE,10,DEBTCONSOLIDATION,C,16000,13.11,1,0.43,N,2
26,43200,MORTGAGE,10,HOMEIMPROVEMENT,B,2500,9.88,0,0.06,N,4
25,43200,OWN,9,VENTURE,B,13800,11.48,0,0.32,N,2
26,48996,RENT,5,EDUCATION,A,5000,7.88,0,0.1,N,3
26,55000,RENT,10,EDUCATION,E,9000,16.7,0,0.16,N,3
25,37700,MORTGAGE,7,EDUCATION,B,9000,11.58,1,0.24,N,2
26,37800,MORTGAGE,10,HOMEIMPROVEMENT,D,7000,14.96,1,0.19,N,4
25,57996,RENT,4,DEBTCONSOLIDATION,B,9000,11.83,0,0.16,N,4
26,60000,RENT,4,EDUCATION,C,9000,12.68,0,0.15,N,4
25,44000,MORTGAGE,6,HOMEIMPROVEMENT,A,7000,6.03,0,0.16,N,3
26,44000,MORTGAGE,7,PERSONAL,E,10000,17.14,0,0.23,N,4
25,44000,MORTGAGE,5,VENTURE,A,4000,5.79,0,0.09,N,4
25,44000,MORTGAGE,7,HOMEIMPROVEMENT,A,5000,7.4,0,0.11,N,3
25,84000,RENT,5,DEBTCONSOLIDATION,B,9000,11.36,0,0.11,N,2
25,87000,RENT,7,MEDICAL,C,9000,13.49,0,0.1,N,4
25,44196,MORTGAGE,8,HOMEIMPROVEMENT,A,4000,7.51,0,0.09,N,3
25,90900,RENT,9,VENTURE,C,9000,13.22,0,0.1,Y,3
26,38340,MORTGAGE,7,PERSONAL,B,2500,12.18,1,0.07,N,4
25,100000,RENT,7,MEDICAL,C,9000,11.34,0,0.09,Y,4
25,44400,MORTGAGE,9,DEBTCONSOLIDATION,A,6000,6.03,0,0.14,N,2
25,44400,MORTGAGE,6,VENTURE,C,14125,12.99,0,0.32,N,2
26,33000,RENT,4,MEDICAL,D,8975,16.02,0,0.27,Y,3
26,52800,RENT,4,VENTURE,B,8975,10.99,0,0.17,N,2
26,24500,RENT,4,PERSONAL,B,8875,10,1,0.36,N,2
25,75000,RENT,7,VENTURE,D,8800,14.59,0,0.12,N,3
25,45000,MORTGAGE,4,VENTURE,C,10400,14.27,0,0.23,Y,2
26,45000,MORTGAGE,4,PERSONAL,A,11000,8.9,0,0.24,N,3
25,39000,MORTGAGE,5,PERSONAL,C,8500,14.65,1,0.22,N,4
26,45000,MORTGAGE,6,MEDICAL,C,6000,14.27,0,0.13,Y,4
25,45000,MORTGAGE,5,PERSONAL,B,3800,10.65,0,0.08,N,2
25,25000,RENT,4,DEBTCONSOLIDATION,B,8500,11.26,1,0.34,N,2
25,45000,MORTGAGE,9,HOMEIMPROVEMENT,A,6800,6.03,0,0.15,N,2
26,45000,MORTGAGE,10,HOMEIMPROVEMENT,A,8000,6.99,0,0.18,N,2
26,28700,RENT,6,MEDICAL,D,8500,13.55,1,0.3,Y,3
25,45000,MORTGAGE,4,MEDICAL,A,5800,6.99,0,0.13,N,2
25,45000,MORTGAGE,4,VENTURE,D,2000,15.62,0,0.04,Y,3
25,38400,RENT,9,VENTURE,B,8500,10.99,0,0.22,N,2
26,45000,MORTGAGE,10,HOMEIMPROVEMENT,C,14125,13.99,0,0.31,Y,2
25,45000,MORTGAGE,6,HOMEIMPROVEMENT,B,10000,9.99,0,0.22,N,4
26,42996,RENT,10,MEDICAL,B,8500,10.2,0,0.2,N,2
26,45000,MORTGAGE,6,VENTURE,A,5000,6.99,0,0.11,N,2
25,45000,MORTGAGE,8,DEBTCONSOLIDATION,A,4000,6.62,0,0.09,N,4
26,45000,MORTGAGE,9,VENTURE,D,10000,16.89,0,0.22,N,4
25,47000,RENT,8,DEBTCONSOLIDATION,B,8500,10.37,0,0.18,N,4
25,44000,RENT,9,MEDICAL,C,8500,14.27,1,0.19,N,4
26,45000,MORTGAGE,5,PERSONAL,A,14650,7.49,0,0.33,N,2
25,50000,RENT,7,EDUCATION,E,8500,15.7,0,0.17,N,4
25,55000,RENT,7,MEDICAL,C,8500,14.22,0,0.15,N,2
25,69000,RENT,5,HOMEIMPROVEMENT,A,8500,6.92,1,0.12,N,4
26,52000,RENT,5,PERSONAL,B,5000,10.59,0,0.1,N,3
25,45000,MORTGAGE,9,HOMEIMPROVEMENT,B,3000,9.99,0,0.07,N,4
25,45000,MORTGAGE,9,DEBTCONSOLIDATION,B,4000,9.25,0,0.09,N,3
26,54000,RENT,10,EDUCATION,B,5000,10,0,0.09,N,2
25,54000,RENT,5,PERSONAL,B,5000,12.21,0,0.09,N,4
26,45000,MORTGAGE,10,DEBTCONSOLIDATION,A,10000,6.91,0,0.22,N,4
25,45000,OWN,9,MEDICAL,A,3000,6.17,0,0.07,N,4
26,56000,RENT,7,PERSONAL,A,5000,7.91,0,0.09,N,2
26,51000,RENT,10,MEDICAL,B,5000,12.42,1,0.1,N,4
25,45000,MORTGAGE,4,MEDICAL,A,5000,7.88,0,0.11,N,3
25,58296,RENT,9,DEBTCONSOLIDATION,A,5000,6.17,0,0.09,N,4
25,58800,RENT,4,EDUCATION,D,5000,14.84,0,0.09,N,2
26,53000,RENT,4,DEBTCONSOLIDATION,D,5000,15.95,1,0.09,Y,2
26,45000,MORTGAGE,10,PERSONAL,A,1500,6.76,0,0.03,N,4
26,60000,RENT,10,VENTURE,B,5000,10.99,0,0.08,N,2
25,60000,RENT,8,HOMEIMPROVEMENT,D,5000,15.57,0,0.08,N,4
25,45000,OWN,5,VENTURE,B,10400,10.25,0,0.23,N,3
25,62400,RENT,5,VENTURE,A,5000,7.51,0,0.08,N,2
25,63000,RENT,9,HOMEIMPROVEMENT,B,5000,10.74,0,0.08,N,3
25,64000,RENT,9,EDUCATION,D,5000,15.33,0,0.08,Y,4
25,45000,MORTGAGE,9,DEBTCONSOLIDATION,A,3200,7.74,0,0.07,N,3
26,39000,MORTGAGE,4,DEBTCONSOLIDATION,D,5000,13.67,1,0.13,N,3
25,56950,RENT,9,MEDICAL,C,5000,13.92,1,0.07,N,4
26,74500,RENT,8,VENTURE,B,5000,11.36,0,0.07,N,2
25,45000,MORTGAGE,7,EDUCATION,A,7500,8,0,0.17,N,3
25,76500,RENT,4,DEBTCONSOLIDATION,C,5000,12.53,0,0.07,N,3
26,39500,MORTGAGE,6,MEDICAL,D,15250,15.05,1,0.39,N,4
26,45600,MORTGAGE,9,EDUCATION,C,10000,15.27,0,0.22,Y,3
25,45600,MORTGAGE,7,MEDICAL,C,13000,12.99,0,0.29,N,4
26,90000,RENT,4,PERSONAL,D,5000,16.77,0,0.06,Y,3
